Species,lwa_m,lwa_sd,lwb_m,lwb_sd
Epinephelus fasciatus,0.01122,7.04081632653061e-4,3.04,0.0102040816326531
Lutjanus decussatus,0.01778,0.0055,2.99,0.0663265306122448
Plectropomus maculatus,0.01122,0.00523979591836735,3.05,0.0816326530612246
Plectorhinchus chaetodonoides,0.01738,0.00576530612244898,2.98,0.0714285714285715
Lutjanus fulvus,0.01549,0.00121428571428571,2.98,0.0153061224489795
Siganus javus,0.01585,0.0104642857142857,3.07,0.0969387755102041
Plectorhinchus lineatus,0.01148,0.00346938775510204,3.02,0.0714285714285715
Plectorhinchus lessonii,0.01905,0.0127857142857143,2.96,0.102040816326531
Cromileptes altivelis,0.01318,0.00712244897959184,3.14,0.0969387755102041
Epinephelus macrospilos,0.01023,0.00301530612244898,3.03,0.0663265306122451
Anyperodon leucogrammicus,0.01096,7.04081632653062e-4,3.04,0.0153061224489795
Epinephelus fuscoguttatus,0.01047,0.00254081632653061,3.04,0.0561224489795918
Siganus guttatus,0.01738,0.00295408163265306,3.05,0.0357142857142859
Plectorhinchus chrysotaenia,0.01349,0.00728571428571429,3.01,0.0867346938775512
Lutjanus fulviflamma,0.01585,0.00119897959183674,2.98,0.0153061224489795
Plectorhinchus vittatus,0.01349,0.00728571428571429,3.01,0.0867346938775512
Variola albimarginata,0.01349,0.00402551020408163,3.07,0.0663265306122451
Cephalopholis sexmaculata,0.011174164426843,0.00313991495851409,3.06493187877669,0.0590235082105622
Plectropomus areolatus,0.01122,0.00606122448979592,3.05,0.0816326530612246
Lethrinus olivaceus,0.01479,0.00132142857142857,2.98,0.0204081632653061
Epinephelus coeruleopunctatus,0.01122,0.00338775510204082,3,0.0663265306122448
Lutjanus vitta,0.01479,0.00113775510204082,2.98,0.0153061224489795
Naso lopezi,0.01995,0.0126530612244898,3,0.0918367346938776
Oxycheilinus celebicus,0.01738,0.00796428571428571,3.01,0.0867346938775512
Halichoeres chloropterus,0.00776,0.00300510204081633,3.02,0.0765306122448979
Labroides dimidiatus,0.00447,0.00334183673469388,3.14,0.112244897959184
Diproctacanthus xanthurus,0.00955,0.00489285714285714,3.05,0.0867346938775512
Chaetodon octofasciatus,0.02291,0.0118367346938776,3.01,0.0867346938775512
Chelmon rostratus,0.01148,0.00973979591836735,3.09,0.112244897959184
Abudefduf bengalensis,0.02455,0.016469387755102,3,0.0918367346938776
Pomacentrus amboinensis,0.0257,0.00795408163265306,2.9,0.0714285714285715
Choerodon anchorago,0.01905,0.00698979591836735,3.08,0.0765306122448979
Pomacanthus sexstriatus,0.0389,0.0161683673469388,2.86,0.0816326530612246
Pomacanthus semicirculatus,0.0392869239040714,0.024881601833274,2.88263182635005,0.0899454962945225
Acanthurus fowleri,0.01445,0.00946938775510204,3,0.107142857142857
Acanthurus bariene,0.02344,0.0134540816326531,2.96,0.086734693877551
Coradion chrysozonus,0.02089,0.00948469387755102,3,0.0816326530612246
Chaetodon adiergastos,0.02291,0.0118367346938776,3.01,0.0867346938775512
Neoglyphidodon nigroris,0.01862,0.00719897959183674,3,0.0765306122448979
Hemiglyphidodon plagiometopon,0.02239,0.0125204081632653,2.99,0.086734693877551
Chaetodon melannotus,0.02291,0.00683163265306122,3,0.0663265306122448
Sufflamen bursa,0.0241742485101405,0.0107130179174309,2.9387900299485,0.0804319054376715
Canthigaster papua,0.03548,0.0175204081632653,2.92,0.0918367346938776
Pomacentrus nigromanus,0.01514,0.00920918367346939,2.99,0.0969387755102041
Labrichthys unilineatus,0.00948046388498219,0.00512451466340233,3.07025600647645,0.0907545602399467
Pomacentrus opisthostigma,0.02344,0.0128877551020408,2.98,0.086734693877551
Centropyge nox,0.03236,0.019530612244898,2.88,0.0918367346938776
Chaetodon ocellicaudus,0.02291,0.0118367346938776,3.01,0.0867346938775512
Chaetodon ulietensis,0.02188,0.00734183673469388,2.98,0.0714285714285715
Pomacanthus xanthometopon,0.0389,0.0267295918367347,2.88,0.0918367346938776
Halichoeres prosopeion,0.01,0.00578571428571429,3.08,0.086734693877551
Chaetodon bennetti,0.02239,0.00742857142857143,2.98,0.0714285714285715
Acanthurus mata,0.0263,0.00714795918367347,2.94,0.0663265306122448
Pomacentrus grammorhynchus,0.02344,0.0128877551020408,2.98,0.086734693877551
Neoglyphidodon thoracotaeniatus,0.02239,0.0125204081632653,2.99,0.086734693877551
Stegastes nigricans,0.02512,0.0077704081632653,3.02,0.0663265306122448
Dischistodus prosopotaenia,0.01514,0.00920918367346939,2.99,0.0969387755102041
Pomacentrus reidi,0.02344,0.0128877551020408,2.98,0.086734693877551
Choerodon schoenleinii,0.0154083750520269,0.00959809424562253,3.04215231009198,0.097653832522958
Pomacentrus nagasakiensis,0.01514,0.00920918367346939,2.99,0.0969387755102041
Upeneus tragula,0.00891,0.00128571428571429,3.08,0.0204081632653061
Coris batuensis,0.01,0.00559183673469388,3.06,0.086734693877551
Oxycheilinus orientalis,0.0166,0.0106071428571429,2.95,0.10204081632653
Amblyglyphidodon ternatensis,0.02239,0.0125204081632653,2.99,0.086734693877551
Pomacentrus brachialis,0.02042,0.00590306122448979,3.09,0.0663265306122451
Choerodon monostigma,0.01288,0.00823979591836735,3.05,0.0969387755102043
Amphiprion clarkii,0.0195698776677426,0.0108161797724671,3.00003593645308,0.0938200668917622
Macropharyngodon meleagris,0.01,0.00559183673469388,3.06,0.086734693877551
Ctenochaetus cyanocheilus,0.02344,0.0138010204081633,2.96,0.086734693877551
Hologymnosus annulatus,0.01,0.00559183673469388,3.06,0.086734693877551
Halichoeres solorensis,0.01,0.00578571428571429,3.08,0.086734693877551
Chaetodon lineolatus,0.02291,0.00777551020408163,2.95,0.0765306122448979
Amanses scopas,0.02089,0.0110918367346939,2.93,0.086734693877551
Halichoeres chrysus,0.01,0.00578571428571429,3.08,0.086734693877551
Chromis weberi,0.0181933853175386,0.0113609921249794,2.99886563936822,0.0915976396870796
Stethojulis strigiventer,0.00832,0.00285204081632653,2.99,0.0714285714285713
Labropsis alleni,0.01,0.00588775510204082,3.05,0.0918367346938776
Premnas biaculeatus,0.02692,0.0151836734693878,3.01,0.0969387755102043
Pomacentrus adelus,0.02188,0.0078469387755102,3.03,0.0765306122448981
Dascyllus reticulatus,0.0309,0.0103724489795918,3.01,0.0714285714285715
Mulloidichthys vanicolensis,0.01,0.00275,3.04,0.0663265306122448
Pseudocheilinus hexataenia,0.01622,0.00970918367346939,2.96,0.0969387755102041
Plectroglyphidodon lacrymatus,0.02239,0.0125204081632653,2.99,0.086734693877551
Anampses meleagrides,0.01,0.00559183673469388,3.06,0.086734693877551
Macropharyngodon negrosensis,0.01,0.00559183673469388,3.06,0.086734693877551
Pseudocheilinus tetrataenia,0.0166,0.0106071428571429,2.95,0.10204081632653
Arothron hispidus,0.03981,0.0129081632653061,2.83,0.0663265306122448
Chaetodon punctatofasciatus,0.02291,0.0118367346938776,3.01,0.0867346938775512
Amphiprion perideraion,0.02291,0.0137142857142857,2.99,0.10204081632653
Chaetodon reticulatus,0.02291,0.0118367346938776,3.01,0.0867346938775512
Bodianus axillaris,0.01202,0.00713775510204082,3.05,0.0918367346938776
Thalassoma lutescens,0.01023,0.00335714285714286,3.05,0.0714285714285715
Centropyge flavissima,0.03236,0.019530612244898,2.88,0.0918367346938776
Halichoeres ornatissimus,0.0101432529221267,0.00587520332862455,3.07745348087397,0.0870968103715039
Sufflamen fraenatum,0.0257,0.00795408163265306,2.94,0.0714285714285715
Acanthurus guttatus,0.02884,0.0109183673469388,2.97,0.0765306122448979
Pomacentrus vaiuli,0.02512,0.00731122448979592,2.92,0.0663265306122448
Chaetodon pelewensis,0.02089,0.00623469387755102,3.02,0.0663265306122448
Cheilinus trilobatus,0.01905,0.00706632653061224,3,0.0765306122448979
Labropsis xanthonota,0.00955,0.0048469387755102,3.05,0.0867346938775512
Parupeneus crassilabris,0.01175,0.00709183673469388,3.09,0.086734693877551
Abudefduf sexfasciatus,0.02344,0.00841326530612245,3.05,0.0714285714285715
Chaetodon unimaculatus,0.02818,0.00956632653061225,3,0.0714285714285715
Scorpaenopsis diabolus,0.00938027818449927,0.0068289312299757,2.97072608148722,0.101852007077865
Acanthurus blochii,0.02089,0.00575,2.99,0.0663265306122448
Acanthurus dussumieri,0.0302,0.00956632653061225,2.94,0.0663265306122448
Canthigaster solandri,0.02512,0.0121785714285714,2.93,0.0918367346938774
Labroides rubrolabiatus,0.01,0.00588775510204082,3.05,0.0918367346938776
Chaetodon trifascialis,0.02138,0.00630102040816327,2.96,0.0663265306122448
Amphiprion melanopus,0.02188,0.00992857142857143,3.04,0.0918367346938776
Siganus argenteus,0.01479,0.00193877551020408,2.99,0.0255102040816326
Plectroglyphidodon dickii,0.02455,0.0123418367346939,2.99,0.0816326530612243
Heniochus monoceros,0.01995,0.00595408163265306,3.05,0.0714285714285715
Heniochus acuminatus,0.02239,0.00676020408163265,3.04,0.0714285714285715
Acanthurus achilles,0.0239142901951342,0.00918520223890667,2.93194282104208,0.0759057168354965
Thalassoma trilobatum,0.00977,0.0060969387755102,3.04,0.086734693877551
Bodianus loxozonus,0.01202,0.00713775510204082,3.05,0.0918367346938776
Acanthurus nigroris,0.02344,0.0134540816326531,2.96,0.086734693877551
Halichoeres trimaculatus,0.01047,0.00328061224489796,2.99,0.0714285714285713
Epinephelus hexagonatus,0.00912,0.00338265306122449,3,0.0714285714285715
Abudefduf septemfasciatus,0.02455,0.016469387755102,3,0.0918367346938776
Siganus spinus,0.0195,0.00508673469387755,3,0.0612244897959184
Rhinecanthus aculeatus,0.01905,0.00683673469387755,2.93,0.0765306122448979
Amblyglyphidodon orbicularis,0.02239,0.0125204081632653,2.99,0.086734693877551
Dascyllus aruanus,0.02291,0.00216836734693878,2.98,0.0255102040816326
Chaetodon mertensii,0.02188,0.00652551020408163,3.24,0.0714285714285713
Epinephelus spilotoceps,0.00955,0.00338775510204082,3.07,0.0714285714285715
Pervagor janthinosoma,0.02042,0.00748469387755102,2.92,0.0765306122448979
Pseudanthias pascalus,0.00954250488089386,0.00658287585787765,2.9891622963993,0.0993422056574195
Acanthurus albipectoralis,0.01445,0.00946938775510204,3,0.107142857142857
Chromis margaritifer,0.0182,0.0115408163265306,3,0.0918367346938776
Halichoeres nebulosus,0.01,0.00578571428571429,3.08,0.086734693877551
Thalassoma purpureum,0.00972165288731159,0.00582576845755859,3.03697149032073,0.0857613573391965
Abudefduf sordidus,0.0263,0.0108214285714286,3.05,0.0765306122448981
Cirrhilabrus scottorum,0.0166,0.0106071428571429,2.95,0.10204081632653
Chrysiptera glauca,0.0164778342414235,0.00962801491948438,2.99061784127965,0.0944824557347162
Cirrhilabrus punctatus,0.0166,0.0106071428571429,2.95,0.10204081632653
Hemitaurichthys thompsoni,0.02188,0.0117142857142857,3.02,0.086734693877551
Chaetodon quadrimaculatus,0.02291,0.0118367346938776,3.01,0.0867346938775512
Canthigaster bennetti,0.02818,0.0198265306122449,2.94,0.107142857142857
Canthigaster valentini,0.0302,0.0141020408163265,2.89,0.0918367346938774
Amphiprion akindynos,0.02399,0.00879591836734694,2.96,0.0816326530612246
Chrysiptera taupou,0.01738,0.0065765306122449,2.96,0.0765306122448979
Naso annulatus,0.02239,0.00847448979591837,2.98,0.0765306122448979
Ctenochaetus hawaiiensis,0.02344,0.0138010204081633,2.96,0.086734693877551
Zebrasoma rostratum,0.02344,0.0138010204081633,2.96,0.086734693877551
Halichoeres biocellatus,0.0104539063877091,0.00606926625522303,3.07193118520331,0.0878820840128435
Cheilio inermis,0.00417,0.00133673469387755,3.09,0.0714285714285715
Acanthochromis polyacanthus,0.02951,0.0108214285714286,3.04,0.0765306122448979
Labropsis australis,0.01,0.00588775510204082,3.05,0.0918367346938776
Chaetodon trifasciatus,0.02344,0.00568877551020408,3.06,0.0612244897959184
Stegastes gascoynei,0.01995,0.0116479591836735,2.99,0.086734693877551
Labroides pectoralis,0.00447,0.00334183673469388,3.14,0.112244897959184
Anampses neoguinaicus,0.01,0.00559183673469388,3.06,0.086734693877551
Oxymonacanthus longirostris,0.0216610805375157,0.00983528525844959,2.91208690332708,0.0808753729217232
Pomacentrus burroughi,0.01514,0.00920918367346939,2.99,0.0969387755102041
Pomacentrus moluccensis,0.02818,0.00892857142857143,2.97,0.0714285714285713
Chromis atripes,0.0195861060958688,0.010338156491089,3.00698361268229,0.0849345802118594
Pomacentrus simsiang,0.02291,0.00831122448979592,2.94,0.0765306122448979
Halichoeres scapularis,0.01023,0.004,3.13,0.0765306122448979
Plectorhinchus albovittatus,0.01349,0.00728571428571429,3.01,0.0867346938775512
Dischistodus melanotus,0.0257,0.0131632653061224,3,0.086734693877551
Aluterus scriptus,0.0215916654100938,0.0100115370220412,2.91667389092092,0.082028763015412
Xanthichthys auromarginatus,0.0257,0.013765306122449,2.94,0.086734693877551
Lepidozygus tapeinosoma,0.01514,0.00920918367346939,2.99,0.0969387755102041
Pseudanthias dispar,0.00933,0.00682142857142857,2.97,0.10204081632653
Leptojulis cyanopleura,0.01,0.00588775510204082,3.05,0.0918367346938776
Chromis lepidolepis,0.0217356842816155,0.00907704102061221,3.00834021394977,0.0775906559866774
Pomacentrus coelestis,0.01479,0.00652040816326531,2.92,0.0816326530612246
Pomacentrus lepidogenys,0.0263,0.00749489795918367,3.04,0.0663265306122448
Acanthurus nubilus,0.02344,0.0134540816326531,2.96,0.086734693877551
Symphorichthys spilurus,0.0123,0.00977040816326531,3.02,0.112244897959184
Thalassoma jansenii,0.00938223267636393,0.00350763717341292,3.03932135554177,0.0746995542553881
Anampses caeruleopunctatus,0.01,0.00559183673469388,3.06,0.086734693877551
Pseudocoris yamashiroi,0.0049,0.00355102040816327,3.11,0.107142857142857
Luzonichthys waitei,0.00389,0.00231122448979592,3.12,0.0918367346938774
Novaculichthys taeniourus,0.02042,0.00926530612244898,2.96,0.086734693877551
Pomacentrus bankanensis,0.01514,0.00920918367346939,2.99,0.0969387755102041
Arothron mappa,0.03388,0.0240204081632653,2.87,0.0918367346938774
Chromis xanthochira,0.0182,0.0115408163265306,3,0.0918367346938776
Cantherhines pardalis,0.0166,0.00588775510204082,2.92,0.0765306122448979
Paracheilinus filamentosus,0.01,0.00588775510204082,3.05,0.0918367346938776
Epinephelus corallicola,0.0115521719535995,0.00371203080887555,3.02811390962201,0.0656852334715517
Sargocentron spiniferum,0.01738,0.00479081632653061,3,0.0663265306122448
Lutjanus argentimaculatus,0.01514,0.00114285714285714,2.97,0.0153061224489795
Lethrinus erythropterus,0.0195,0.00761734693877551,3.09,0.0765306122448981
Lethrinus xanthochilus,0.01479,0.00418877551020408,2.98,0.0612244897959184
Lethrinus rubrioperculatus,0.01413,0.0014234693877551,2.98,0.0204081632653061
Lutjanus quinquelineatus,0.01349,0.00351530612244898,2.99,0.0612244897959182
Sargocentron bullisi,0.01622,0.00876020408163266,2.97,0.086734693877551
Haemulon flavolineatum,0.0138,0.00402040816326531,2.99,0.0663265306122448
Haemulon sciurus,0.01514,0.00191836734693878,2.98,0.0204081632653061
Mycteroperca bonaci,0.00955,0.00153061224489796,3.05,0.0153061224489797
Thalassoma bifasciatum,0.00912,0.00356122448979592,3.02,0.0765306122448979
Acanthurus coeruleus,0.0257,0.00862755102040816,2.95,0.0714285714285713
Haemulon plumierii,0.01445,0.00154081632653061,2.98,0.0204081632653061
Halichoeres garnoti,0.01,0.00374489795918367,3.14,0.0765306122448979
Holocentrus adscensionis,0.0166,0.00218367346938775,2.96,0.0306122448979592
Holacanthus ciliaris,0.03236,0.0126428571428571,2.88,0.0816326530612246
Lachnolaimus maximus,0.02239,0.00708673469387755,2.95,0.0714285714285713
Cephalopholis cruentata,0.01122,0.00411224489795918,3.07,0.0714285714285715
Epinephelus guttatus,0.01148,7.85714285714286e-4,3.04,0.0153061224489795
Mycteroperca tigris,0.01096,0.00437755102040816,3.06,0.0765306122448979
Neoniphon marianus,0.01585,0.00878571428571429,2.97,0.0918367346938774
Rypticus saponaceus,0.01148,0.00945918367346939,3.06,0.112244897959184
Myripristis jacobus,0.0138,0.00579591836734694,3.03,0.0765306122448981
Anisotremus virginicus,0.01549,0.00549489795918367,3.04,0.0765306122448979
Chaetodon striatus,0.02239,0.00635204081632653,3.02,0.0663265306122448
Haemulon parra,0.01349,0.00412244897959184,3.01,0.0663265306122451
Acanthurus chirurgus,0.02188,0.00249489795918367,2.95,0.0204081632653061
Haemulon aurolineatum,0.01479,0.00141836734693878,2.99,0.0204081632653059
Stegastes fuscus,0.01698,0.00550510204081633,3,0.0714285714285715
Pomacanthus arcuatus,0.03548,0.0151887755102041,2.9,0.0816326530612246
Pomacanthus paru,0.04467,0.0162040816326531,2.92,0.0765306122448979
Halichoeres poeyi,0.00955,0.00264285714285714,3.08,0.0612244897959184
Abudefduf saxatilis,0.01862,0.00562244897959184,3.05,0.0663265306122451
Lutjanus jocu,0.01549,0.00114285714285714,2.98,0.0153061224489795
Halichoeres brasiliensis,0.01047,0.00376020408163265,3.1,0.0765306122448979
Pseudupeneus maculatus,0.01072,8.31632653061224e-4,3.1,0.0204081632653061
Epinephelus morio,0.01413,0.00377551020408163,3.01,0.0612244897959184
Canthigaster figueiredoi,0.02818,0.0198265306122449,2.94,0.107142857142857
Balistes vetula,0.02818,0.00287244897959184,2.94,0.0255102040816328
Cantherhines pullus,0.02188,0.00776530612244898,2.87,0.0765306122448979
Bodianus pulchellus,0.0123,0.00456122448979592,3.06,0.0765306122448979
Bodianus rufus,0.01202,0.00450510204081633,3.06,0.0816326530612246
Chromis multilineata,0.01514,0.00920918367346939,2.99,0.0969387755102041
Thalassoma noronhanum,0.00646,0.00327551020408163,3.12,0.0969387755102041
Chaetodon sedentarius,0.02291,0.00812755102040816,3.02,0.0714285714285715
Stephanolepis hispidus,0.01778,0.00454591836734694,2.9,0.0612244897959184
Odontoscion dentex,0.00913080756195488,0.00500410016351107,3.07866149131607,0.0864262195026845
Mycteroperca interstitialis,0.00646,0.00218877551020408,3.06,0.0714285714285715
Stegastes pictus,0.01514,0.00920918367346939,2.99,0.0969387755102041
Pareques acuminatus,0.01,0.0038265306122449,3.11,0.0765306122448979
Halichoeres dimidiatus,0.01148,0.0043469387755102,3.12,0.0765306122448979
Holacanthus tricolor,0.03548,0.0131530612244898,2.89,0.0765306122448979
Mycteroperca acutirostris,0.01047,0.00421938775510204,3.04,0.0765306122448979
Lutjanus analis,0.0138,8.06122448979592e-4,2.97,0.0153061224489795
Haemulon steindachneri,0.0138,0.00407142857142857,3.03,0.0663265306122451
Scorpaena plumieri,0.01514,0.00420918367346939,2.99,0.0663265306122448
Serranus baldwini,0.0108964066413402,0.00589987102343533,3.04949553546459,0.0841321967534813
Sphoeroides spengleri,0.0182,0.00260714285714286,2.88,0.0357142857142859
Stegastes variabilis,0.01698,0.00636224489795918,2.98,0.0765306122448979
Mugil curema,0.01148,0.0010969387755102,2.96,0.0204081632653061
Prognathodes marcellae,0.02188,0.0117142857142857,3.02,0.086734693877551
Orthopristis ruber,0.01288,0.00112755102040816,2.97,0.0204081632653059
Mulloidichthys martinicus,0.01047,8.01020408163265e-4,3.1,0.0204081632653061
Anisotremus surinamensis,0.02089,0.0071734693877551,3,0.0765306122448979
Clepticus brasiliensis,0.01148,0.00453571428571429,3.09,0.0765306122448981
Cephalopholis fulva,0.01148,0.00138265306122449,3.05,0.0153061224489797
Amblycirrhitus pinos,0.00933,0.00741326530612245,3.07,0.112244897959184
Serranus flaviventris,0.01585,0.00478571428571429,3.19,0.0714285714285715
Diplectrum radiale,0.00617,0.00132142857142857,3.17,0.0510204081632654
Acanthurus monroviae,0.02188,0.00810714285714286,2.95,0.0714285714285713
Lutjanus synagris,0.01479,9.38775510204081e-4,2.97,0.0153061224489795
Epinephelus adscensionis,0.01202,0.00354591836734694,3.1,0.0663265306122448
Haemulon chrysargyreum,0.0123,0.00385204081632653,2.99,0.0714285714285713
Halichoeres radiatus,0.0137803362186759,0.00697091505876256,3.05717924686869,0.0867748267895441
Canthidermis sufflamen,0.02455,0.00740816326530612,2.91,0.0714285714285713
Chaetodon ocellatus,0.0257,0.00872448979591837,3.02,0.0714285714285715
Bodianus insularis,0.01202,0.00713775510204082,3.05,0.0918367346938776
Stegastes sanctipauli,0.01514,0.00920918367346939,2.99,0.0969387755102041
Halichoeres rubrovirens,0.00646,0.00330612244897959,3.12,0.0969387755102041
Microspathodon chrysurus,0.02344,0.00896938775510204,3.01,0.0765306122448981
Bodianus speciosus,0.01549,0.00573979591836735,3.04,0.0765306122448979
Cephalopholis taeniops,0.00977,0.0025765306122449,3.1,0.0612244897959184
Chromis lubbocki,0.01413,0.00653061224489796,2.95,0.086734693877551
Mycteroperca fusca,0.0104698862208254,0.00372758453518676,3.04538782248293,0.0665337773699857
Chaetodon robustus,0.02291,0.0118367346938776,3.01,0.0867346938775512
Sargocentron hastatum,0.02138,0.0057704081632653,2.91,0.0663265306122448
Similiparma hermani,0.02239,0.0125204081632653,2.99,0.086734693877551
Stegastes imbricatus,0.01995,0.0116479591836735,2.99,0.086734693877551
Thalassoma pavo,0.00977,0.0060969387755102,3.04,0.086734693877551
Holacanthus africanus,0.03236,0.019530612244898,2.88,0.0918367346938776
Parapristipoma humile,0.01288,0.00176530612244898,2.99,0.0357142857142856
